Brand,Model,Year,Engine_CC,Power_BHP,Fuel_Type,Transmission,Owner_Type,KM_Driven,Price_USD
Kia,Optima,2011,1100,70.6,Petrol,Automatic,First,174730,3223.38
Toyota,RAV4,2013,1600,105.6,Hybrid,Manual,First,120341,6589.64
Toyota,Prius,2019,1700,96.0,Diesel,Manual,Second,56759,12034.93
Hyundai,Kona,2006,1000,67.2,Electric,Automatic,Third,203066,2230.89
Kia,Optima,2008,1100,60.0,Petrol,Automatic,Third,80560,2445.73
Nissan,Murano,2009,1300,63.6,Petrol,Automatic,Second,151338,3052.65
Nissan,Rogue,2009,900,60.0,Petrol,Automatic,First,224631,2474.83
BMW,5 Series,2011,2600,143.5,Petrol,Automatic,Second,170454,12895.89
Ford,Explorer,2006,1300,67.7,Electric,Automatic,First,179577,5051.81
BMW,3 Series,2013,2000,104.8,Petrol,Automatic,Second,116217,19094.66
Toyota,Camry,2005,1100,60.0,Petrol,Automatic,Second,250109,2678.73
BMW,X5,2005,2100,115.3,Petrol,Automatic,First,202198,10775.72
Audi,A4,2012,2500,150.0,Hybrid,Automatic,First,163616,17909.1
Hyundai,Kona,2017,800,60.0,Petrol,Automatic,Second,107481,6635.78
Mercedes,GLE,2020,2600,143.7,Petrol,Manual,Second,20920,47901.09
Audi,A4,2014,2300,127.7,Diesel,Automatic,First,116118,21797.64
Toyota,Highlander,2017,1200,67.2,Petrol,Automatic,First,46178,10642.21
Toyota,Corolla,2019,800,60.0,Petrol,Manual,Second,33661,10928.37
Toyota,Highlander,2015,1000,60.0,Diesel,Automatic,First,67372,8521.03
Chevrolet,Camaro,2013,1200,60.0,Petrol,Manual,Second,145865,4816.16
Hyundai,Kona,2008,800,60.0,Electric,Automatic,Third,115784,2801.29
Chevrolet,Equinox,2017,1300,75.7,Petrol,Manual,First,65623,11085.78
Hyundai,Sonata,2010,800,60.0,Electric,Automatic,Second,119337,3165.85
Chevrolet,Equinox,2011,1500,79.1,Hybrid,Automatic,Third,91489,4647.48
BMW,M3,2016,2500,143.6,Petrol,Automatic,Second,104702,25764.26
Kia,Sorento,2022,1300,66.7,Petrol,Manual,First,29783,13262.91
Honda,Pilot,2006,1400,68.4,Petrol,Automatic,First,221007,3103.25
Ford,Focus,2020,1300,74.8,Petrol,Manual,Second,25191,14503.38
BMW,M3,2022,2200,124.4,Petrol,Manual,First,18132,55147.65
Toyota,Highlander,2005,1200,60.0,Diesel,Automatic,Second,193183,3247.97
Honda,CR-V,2016,800,60.0,Diesel,Manual,First,95485,7618.96
Toyota,RAV4,2014,1300,64.7,Petrol,Automatic,First,106836,8072.69
Chevrolet,Camaro,2014,1100,68.4,Hybrid,Automatic,Second,96821,7261.72
Hyundai,Tucson,2017,1300,75.0,Petrol,Automatic,First,71936,7149.1
Hyundai,Kona,2014,1200,60.0,Electric,Automatic,First,140680,5872.07
Mercedes,C-Class,2007,2400,128.5,Diesel,Manual,Third,134368,12145.25
Chevrolet,Silverado,2012,1300,70.5,Diesel,Automatic,Second,86661,6304.04
Ford,Focus,2020,1400,84.0,Petrol,Manual,First,66793,15991.84
Hyundai,Santa Fe,2010,800,60.0,Petrol,Automatic,First,156897,2815.89
Nissan,Pathfinder,2009,1300,73.6,Petrol,Manual,First,173513,2818.11
Mercedes,C-Class,2020,2400,134.3,Electric,Automatic,Third,45594,48943.61
Audi,A3,2012,1800,112.2,Diesel,Automatic,First,181765,14765.62
Hyundai,Sonata,2013,900,60.0,Diesel,Automatic,Second,172749,3880.65
Toyota,Camry,2017,1400,86.4,Petrol,Automatic,First,80455,10412.22
Mercedes,E-Class,2012,2400,153.7,Hybrid,Manual,First,187634,19879.77
Chevrolet,Equinox,2005,1300,89.4,Diesel,Manual,First,326286,3356.9
Hyundai,Kona,2009,1400,64.4,Petrol,Manual,Second,146928,2353.48
Honda,Civic,2010,1200,65.7,Diesel,Automatic,First,162811,3609.54
Chevrolet,Malibu,2007,900,65.1,Petrol,Manual,First,257990,3148.32
Mercedes,C-Class,2021,2400,130.8,Petrol,Automatic,First,49381,64470.3
Ford,Explorer,2013,1600,83.9,Petrol,Manual,First,118042,6594.61
Audi,A3,2019,1600,93.5,Electric,Automatic,First,75166,43476.65
Toyota,RAV4,2015,1300,77.7,Diesel,Automatic,Second,78618,8237.04
Ford,Focus,2022,1200,69.6,Petrol,Automatic,First,31877,21128.98
Ford,Explorer,2017,1400,75.3,Petrol,Manual,Third,79520,9120.44
Hyundai,Sonata,2021,800,60.0,Petrol,Automatic,Second,37196,10396.62
Toyota,Highlander,2007,1600,60.0,Petrol,Automatic,First,282303,3058.29
Honda,CR-V,2013,1000,60.0,Hybrid,Manual,Second,150541,5186.65
Hyundai,Kona,2006,800,60.0,Diesel,Automatic,First,225347,2506.4
Chevrolet,Malibu,2008,1000,60.0,Petrol,Automatic,First,279729,3295.22
Ford,Mustang,2011,1500,76.6,Petrol,Automatic,Second,162374,5075.98
Chevrolet,Equinox,2018,1300,77.9,Diesel,Automatic,Second,52676,11589.81
Toyota,RAV4,2015,1500,60.0,Petrol,Automatic,Third,143484,5452.68
Toyota,RAV4,2013,1300,76.2,Diesel,Manual,First,181800,5295.1
Nissan,Murano,2019,1100,60.0,Electric,Automatic,First,48126,11774.31
Nissan,Sentra,2016,1200,64.7,Hybrid,Automatic,First,76187,9382.04
Chevrolet,Traverse,2015,1300,68.2,Hybrid,Automatic,First,127946,9386.22
Mercedes,GLC,2013,2800,156.1,Petrol,Automatic,First,97373,27650.93
Ford,Focus,2011,1200,60.0,Diesel,Automatic,First,155651,6105.99
Toyota,RAV4,2022,1500,79.4,Petrol,Automatic,Second,16064,16869.02
Honda,HR-V,2013,1000,60.0,Diesel,Automatic,Second,116712,5428.72
Nissan,Pathfinder,2022,1100,62.7,Petrol,Manual,First,20597,13503.53
Ford,Escape,2020,1900,110.8,Hybrid,Automatic,Second,53048,18684.33
Chevrolet,Traverse,2012,1500,78.6,Hybrid,Manual,Second,127929,5959.05
Kia,Optima,2007,1100,60.0,Hybrid,Automatic,Third,125571,2445.66
Mercedes,C-Class,2012,2900,163.4,Petrol,Manual,Second,133441,18652.22
Ford,Explorer,2020,1600,88.5,Petrol,Automatic,First,39165,18422.07
Toyota,Corolla,2012,1700,107.3,Diesel,Automatic,First,146366,5892.71
Audi,Q5,2020,2700,152.9,Diesel,Automatic,Third,29765,35857.18
Toyota,Highlander,2017,1500,94.9,Petrol,Manual,First,43497,9973.28
Ford,Escape,2022,900,60.0,Hybrid,Manual,Second,15354,20035.56
Nissan,Murano,2006,1200,69.6,Diesel,Automatic,First,274500,2960.27
Toyota,Highlander,2010,1100,63.6,Diesel,Automatic,First,207936,3527.64
Toyota,RAV4,2009,1600,81.6,Petrol,Manual,Second,117521,3605.73
Honda,CR-V,2013,1500,89.7,Petrol,Automatic,Third,85323,4940.98
Nissan,Rogue,2021,800,60.0,Diesel,Automatic,Second,23203,13278.02
Mercedes,GLC,2012,2500,122.8,Electric,Automatic,Second,83348,25827.05
BMW,X5,2011,2100,126.9,Petrol,Automatic,Second,201722,11019.27
Ford,Focus,2009,1300,80.8,Diesel,Manual,First,271124,3542.93
Audi,A3,2006,2300,126.1,Hybrid,Automatic,First,86277,14406.4
Toyota,Prius,2014,1100,60.0,Hybrid,Automatic,First,89910,7498.66
Chevrolet,Silverado,2010,900,60.0,Petrol,Automatic,First,152866,4380.9
Honda,CR-V,2011,900,60.0,Petrol,Automatic,First,171324,4438.85
Nissan,Pathfinder,2005,1100,60.0,Petrol,Automatic,First,220428,2691.25
Chevrolet,Equinox,2018,1200,72.5,Petrol,Automatic,First,107209,11316.64
Ford,Mustang,2012,1100,68.7,Diesel,Manual,First,210627,4737.1
Honda,Accord,2018,1400,84.8,Diesel,Automatic,First,97629,11306.2
Audi,A6,2020,2000,122.5,Diesel,Automatic,Second,47167,40914.78
Honda,Pilot,2013,1200,60.0,Hybrid,Manual,First,131934,5490.95
Mercedes,GLE,2008,3000,165.8,Diesel,Manual,Second,140426,13706.84
Ford,Explorer,2014,1300,61.4,Diesel,Manual,Second,132410,7015.63
Hyundai,Kona,2012,800,62.5,Petrol,Manual,First,194436,2980.89
Hyundai,Elantra,2021,1400,82.9,Petrol,Automatic,Third,45153,9188.85
Toyota,RAV4,2006,1300,60.0,Hybrid,Automatic,Third,94894,3878.12
Hyundai,Elantra,2014,800,60.0,Petrol,Automatic,Second,128699,4040.38
Toyota,Corolla,2021,1300,77.6,Petrol,Automatic,Third,16040,14538.78
Mercedes,GLE,2019,2500,153.6,Petrol,Manual,Second,59138,42179.51
Ford,Explorer,2011,1200,60.0,Diesel,Automatic,Second,137687,5333.48
Ford,Escape,2018,1400,77.8,Electric,Automatic,Second,48786,15055.69
Kia,Stinger,2014,800,61.8,Diesel,Automatic,First,102472,5241.87
Mercedes,A-Class,2015,2300,120.8,Electric,Automatic,Third,110187,25119.34
Toyota,Prius,2017,1400,74.2,Petrol,Automatic,First,91534,10563.48
Mercedes,C-Class,2016,2500,126.4,Petrol,Manual,First,126796,29723.47
Mercedes,GLE,2017,2900,163.9,Diesel,Automatic,Third,90258,32347.31
Hyundai,Kona,2006,1100,60.0,Diesel,Automatic,First,223241,2390.53
Nissan,Rogue,2009,1500,77.6,Diesel,Automatic,Second,184228,2886.95
Hyundai,Sonata,2007,900,60.0,Petrol,Automatic,First,179182,2863.96
Chevrolet,Traverse,2014,1100,64.0,Diesel,Manual,Second,58093,6659.92
Nissan,Murano,2011,1000,74.5,Petrol,Automatic,Third,81827,3461.88
Toyota,Prius,2008,1200,69.9,Petrol,Automatic,First,107294,3990.8
Toyota,Corolla,2019,1000,62.8,Petrol,Automatic,First,47598,15000.78
Audi,A6,2011,2100,114.8,Diesel,Automatic,First,183352,12133.01
Toyota,Camry,2018,900,63.2,Petrol,Automatic,Second,47619,11095.1
Nissan,Pathfinder,2009,1200,70.1,Petrol,Manual,Second,143277,2520.49
Hyundai,Kona,2010,1100,63.7,Diesel,Automatic,First,153516,3164.08
Ford,Explorer,2005,1800,106.9,Hybrid,Automatic,Second,189825,4376.47
Ford,Mustang,2019,2300,133.5,Petrol,Automatic,First,56908,16868.86
Audi,A3,2005,2000,110.7,Petrol,Automatic,First,225533,9145.13
Chevrolet,Equinox,2017,1400,93.5,Petrol,Automatic,First,95510,10553.29
Toyota,RAV4,2021,1200,73.7,Diesel,Manual,Second,27868,14884.77
Toyota,Camry,2019,1200,73.8,Petrol,Automatic,First,82096,13233.59
Honda,Civic,2011,1200,79.6,Hybrid,Automatic,First,185135,4628.47
BMW,X5,2015,2800,152.1,Petrol,Automatic,Second,100439,22321.49
Toyota,RAV4,2011,800,60.0,Petrol,Manual,First,171614,3919.93
Toyota,Corolla,2018,1600,90.1,Petrol,Manual,Third,64355,8473.54
Toyota,RAV4,2022,800,60.0,Diesel,Automatic,First,14742,20694.48
Nissan,Murano,2009,1400,78.8,Diesel,Manual,First,249490,2660.68
Hyundai,Tucson,2016,800,60.0,Petrol,Manual,Second,91676,5183.19
Audi,Q5,2008,2200,122.4,Petrol,Automatic,First,219428,9303.77
Nissan,Sentra,2012,1600,71.4,Petrol,Automatic,Second,93752,4566.65
Toyota,Corolla,2009,1300,60.0,Diesel,Automatic,Third,101107,3208.16
Ford,Focus,2020,1600,101.8,Petrol,Manual,First,48593,17650.49
Kia,Sorento,2020,800,60.0,Petrol,Automatic,Second,35076,9139.42
Toyota,Prius,2022,1000,60.0,Petrol,Automatic,Third,12287,14260.16
Ford,Focus,2008,1400,74.5,Diesel,Manual,First,162235,4488.7
Toyota,RAV4,2015,900,60.0,Hybrid,Manual,Second,69504,7498.86
Chevrolet,Silverado,2013,1600,83.3,Electric,Automatic,First,156871,6966.39
BMW,5 Series,2017,2200,121.2,Diesel,Automatic,First,90842,33547.45
Honda,HR-V,2020,800,60.0,Hybrid,Manual,First,62792,14354.41
Hyundai,Kona,2009,800,60.0,Petrol,Automatic,First,126542,2994.81
Toyota,RAV4,2019,900,60.0,Electric,Manual,Second,36162,14136.61
Ford,Explorer,2015,900,60.0,Diesel,Manual,Second,35834,9194.48
Hyundai,Santa Fe,2005,900,60.0,Diesel,Manual,Second,139853,2498.5
Honda,Civic,2009,1200,60.0,Diesel,Manual,Second,182026,2787.45
Audi,A3,2008,1500,88.4,Petrol,Manual,Second,124264,8793.18
Nissan,Sentra,2010,1300,60.0,Hybrid,Manual,First,116026,3986.5
Honda,Accord,2018,1200,68.6,Electric,Manual,First,57021,11811.6
Hyundai,Elantra,2016,1100,60.0,Electric,Automatic,First,125013,6928.33
Hyundai,Kona,2019,1300,81.8,Diesel,Automatic,First,65269,10487.64
Chevrolet,Camaro,2016,1400,60.0,Petrol,Automatic,Second,90516,7885.0
Ford,Explorer,2014,1100,64.2,Hybrid,Automatic,Second,97659,8455.61
Hyundai,Sonata,2015,1000,65.0,Petrol,Manual,Second,104075,4446.51
Hyundai,Santa Fe,2010,800,60.0,Petrol,Automatic,First,182967,3148.31
Toyota,Highlander,2022,1600,103.6,Petrol,Automatic,Third,17528,15001.09
Chevrolet,Silverado,2020,2100,119.2,Petrol,Automatic,First,20855,15317.93
BMW,5 Series,2014,2200,118.6,Petrol,Automatic,First,127823,20897.77
Nissan,Murano,2012,1200,76.7,Hybrid,Automatic,First,157390,5090.46
Toyota,Corolla,2010,1400,73.7,Diesel,Automatic,First,209837,3728.33
BMW,3 Series,2022,2400,135.1,Diesel,Automatic,Second,16922,57706.45
Honda,Civic,2016,1700,102.7,Diesel,Automatic,First,64786,9386.34
Honda,CR-V,2007,1000,68.4,Electric,Automatic,Second,118100,4347.5
Nissan,Altima,2016,900,60.0,Petrol,Manual,First,43179,8187.24
Toyota,Highlander,2022,1300,64.9,Diesel,Automatic,First,25386,21350.37
Mercedes,E-Class,2018,2100,104.1,Diesel,Automatic,First,99108,44619.8
Hyundai,Sonata,2010,1400,73.1,Petrol,Automatic,Third,66085,2877.21
Honda,Pilot,2010,1300,61.8,Petrol,Manual,Third,137826,2943.45
Toyota,Prius,2007,1900,99.8,Petrol,Manual,Second,212812,2819.28
Honda,Civic,2017,1300,62.5,Petrol,Manual,First,79322,8752.73
Audi,A3,2019,1900,110.9,Diesel,Manual,First,63019,37702.17
Honda,Accord,2017,1300,62.5,Diesel,Automatic,Second,95411,8406.78
Ford,Explorer,2009,1500,80.8,Petrol,Automatic,First,235234,4168.18
Ford,Explorer,2010,1300,67.8,Petrol,Automatic,First,160573,4978.8
Chevrolet,Silverado,2020,2000,122.3,Diesel,Manual,First,73993,14498.41
Toyota,Camry,2012,800,60.0,Hybrid,Manual,First,175832,5132.48
Audi,A4,2020,1900,126.8,Hybrid,Automatic,First,49289,50838.01
Mercedes,A-Class,2011,2200,130.7,Petrol,Automatic,Third,105005,15653.33
Chevrolet,Traverse,2007,1500,73.0,Petrol,Manual,Third,120999,3098.07
Chevrolet,Traverse,2013,800,60.0,Diesel,Automatic,First,158930,6275.48
Honda,HR-V,2018,800,60.0,Diesel,Automatic,First,77877,10612.02
Nissan,Rogue,2013,1300,70.3,Petrol,Automatic,Second,97577,4587.31
Ford,F-150,2022,1100,60.0,Petrol,Manual,Second,25913,18782.22
BMW,M3,2013,2400,144.8,Petrol,Manual,First,121609,17058.54
Nissan,Rogue,2008,1200,60.0,Diesel,Manual,First,208723,2937.01
Honda,Accord,2019,1800,91.5,Petrol,Automatic,Third,43535,8870.83
Kia,Stinger,2022,1500,75.2,Petrol,Automatic,Second,23528,11393.77
Nissan,Sentra,2007,900,60.0,Diesel,Automatic,Second,129054,3277.39
Honda,CR-V,2006,1000,60.0,Petrol,Automatic,Third,228942,2404.15
Nissan,Altima,2022,800,60.0,Petrol,Automatic,First,21398,16628.02
Toyota,Highlander,2008,1300,68.5,Petrol,Automatic,First,162026,3929.42
Audi,Q5,2021,2000,117.0,Petrol,Automatic,Second,27210,39298.37
Toyota,RAV4,2007,900,60.0,Diesel,Automatic,First,157634,4058.05
Ford,Focus,2013,1500,67.2,Petrol,Manual,First,146318,6518.6
Chevrolet,Camaro,2014,900,60.0,Petrol,Automatic,Second,97013,7270.74
Ford,Focus,2021,1200,60.0,Hybrid,Automatic,First,10866,23316.22
Toyota,Camry,2009,800,60.0,Petrol,Automatic,Second,218401,2930.69
Honda,Pilot,2012,1000,60.0,Petrol,Manual,First,115562,4895.01
Chevrolet,Traverse,2010,1400,79.4,Petrol,Automatic,Second,137963,3986.76
Ford,Explorer,2016,1700,104.5,Petrol,Manual,First,53297,11390.69
Hyundai,Kona,2017,900,60.0,Petrol,Manual,First,90870,6320.03
Honda,Pilot,2009,1100,60.0,Hybrid,Manual,First,195331,3634.49
Toyota,Highlander,2014,1100,60.0,Hybrid,Automatic,Second,130086,6824.0
Mercedes,A-Class,2010,2700,161.7,Diesel,Automatic,First,175196,18159.83
Nissan,Rogue,2008,1100,60.0,Petrol,Manual,First,190141,2731.98
Ford,F-150,2018,1400,72.9,Petrol,Manual,Second,72168,10186.08
Toyota,RAV4,2022,1000,60.0,Diesel,Automatic,First,29235,20865.24
Kia,Sorento,2010,1200,60.0,Petrol,Manual,First,181378,2460.5
Honda,Pilot,2022,1300,76.3,Hybrid,Automatic,Second,23688,17726.82
Toyota,Corolla,2014,1200,65.4,Petrol,Automatic,Second,100411,6723.87
Honda,Pilot,2022,1800,106.6,Diesel,Automatic,First,28247,18226.67
Toyota,Prius,2005,1200,84.5,Electric,Manual,First,221643,3778.74
Chevrolet,Traverse,2017,1700,113.0,Petrol,Manual,First,82854,10436.54
BMW,5 Series,2012,2000,105.5,Diesel,Automatic,First,207960,14725.21
Nissan,Altima,2020,1100,62.9,Electric,Automatic,First,62491,16071.83
Honda,Accord,2021,1200,60.0,Electric,Manual,First,30506,17816.31
Toyota,Prius,2006,1000,60.0,Petrol,Automatic,Third,194830,2789.38
Kia,Sportage,2022,900,60.0,Electric,Automatic,First,30418,15947.69
Mercedes,GLE,2016,2600,142.9,Petrol,Automatic,Second,122159,29286.87
Chevrolet,Equinox,2017,1200,87.4,Electric,Manual,Second,44186,11330.93
Nissan,Murano,2010,1000,60.0,Hybrid,Automatic,First,153623,4020.22
Mercedes,GLC,2005,2600,137.1,Petrol,Automatic,Second,176219,12795.37
Audi,A4,2007,2100,106.0,Diesel,Manual,Third,79357,8799.26
Hyundai,Elantra,2009,1100,60.0,Hybrid,Automatic,First,179365,3038.21
Toyota,Camry,2010,1800,95.6,Petrol,Automatic,Second,240482,2925.42
Mercedes,GLE,2019,2300,116.9,Diesel,Automatic,First,32621,54889.77
Toyota,Camry,2009,1700,90.5,Petrol,Manual,Second,168783,3234.44
Kia,Stinger,2012,800,60.0,Hybrid,Automatic,First,152664,3967.74
Toyota,Prius,2015,1300,76.5,Hybrid,Automatic,Second,121128,8130.88
Kia,Sportage,2008,1200,74.7,Diesel,Manual,Second,202400,2107.34
Toyota,Camry,2015,1000,70.4,Diesel,Automatic,First,102393,8618.14
BMW,3 Series,2011,2000,110.1,Electric,Manual,First,109597,17647.82
Honda,CR-V,2008,1100,61.3,Hybrid,Manual,First,186175,3557.01
Toyota,RAV4,2005,1500,89.1,Electric,Manual,Second,180722,3908.42
Honda,CR-V,2005,1100,63.8,Diesel,Automatic,First,190123,3492.27
Hyundai,Kona,2007,900,60.0,Electric,Automatic,Third,133465,2608.98
Ford,Mustang,2016,1700,90.4,Petrol,Automatic,Third,48619,9096.5
Honda,HR-V,2005,1100,60.0,Hybrid,Automatic,First,211741,3505.83
Mercedes,GLE,2006,2800,171.7,Diesel,Manual,First,148280,15517.41
BMW,X5,2012,2200,120.8,Hybrid,Automatic,First,91198,21852.34
Hyundai,Sonata,2022,1000,60.0,Hybrid,Automatic,First,25186,14710.67
Honda,Accord,2008,1400,98.2,Diesel,Manual,Second,122359,3212.42
Chevrolet,Silverado,2017,1600,99.6,Petrol,Automatic,Second,37703,10107.73
Hyundai,Santa Fe,2017,900,60.0,Petrol,Automatic,First,80696,6870.91
Mercedes,A-Class,2019,2300,122.8,Petrol,Automatic,Second,55652,40997.7
Ford,Explorer,2012,1800,91.8,Petrol,Manual,Second,80145,6113.82
Ford,F-150,2008,1600,87.7,Hybrid,Automatic,Second,220605,4211.82
Honda,CR-V,2016,900,60.0,Petrol,Manual,Second,92831,6850.52
Hyundai,Kona,2012,1200,81.1,Petrol,Automatic,First,87611,4655.63
Ford,Escape,2022,900,60.0,Petrol,Automatic,First,38733,23449.96
BMW,3 Series,2017,2900,177.4,Petrol,Automatic,Second,66797,29254.83
Kia,Soul,2009,1100,60.0,Diesel,Automatic,Second,160170,2581.07
Ford,Escape,2011,1500,60.0,Petrol,Manual,Third,125718,4156.62
Toyota,RAV4,2014,800,60.0,Electric,Automatic,First,187435,7603.21
Toyota,RAV4,2014,2000,115.3,Diesel,Automatic,Third,64921,6380.75
Toyota,Corolla,2015,1400,96.2,Diesel,Automatic,First,119296,8508.71
Chevrolet,Malibu,2006,1300,67.3,Hybrid,Manual,First,278870,3299.31
Hyundai,Santa Fe,2007,1600,81.6,Electric,Automatic,First,160975,3312.87
Audi,A6,2015,2600,125.1,Petrol,Automatic,First,80537,23690.93
Hyundai,Tucson,2017,800,60.0,Petrol,Manual,First,94605,6836.98
Ford,Escape,2006,1500,60.0,Diesel,Automatic,First,270396,3659.67
Chevrolet,Equinox,2021,1600,82.5,Diesel,Automatic,First,29794,21807.25
Audi,A4,2011,1700,100.1,Diesel,Manual,First,166018,12429.57
Ford,Explorer,2021,1600,87.9,Diesel,Automatic,First,50205,20512.05
Mercedes,GLE,2011,2700,131.4,Hybrid,Manual,First,148418,18092.3
Chevrolet,Traverse,2012,1600,84.1,Petrol,Manual,First,163941,4834.36
BMW,X3,2009,2600,124.9,Petrol,Automatic,Second,102672,12713.12
Hyundai,Tucson,2013,1200,60.8,Electric,Manual,First,68053,5151.94
Audi,A6,2009,1400,78.1,Hybrid,Automatic,Second,183841,9604.74
Honda,Pilot,2017,800,60.0,Hybrid,Manual,Second,94512,8154.06
BMW,M3,2012,2000,110.1,Petrol,Automatic,First,195073,15055.09
Honda,Civic,2022,800,60.0,Petrol,Manual,Second,15918,15103.24
Ford,Mustang,2011,1100,63.9,Petrol,Automatic,First,200908,5474.89
Toyota,Corolla,2011,1300,72.4,Petrol,Manual,First,196168,4090.06
Chevrolet,Silverado,2013,1200,67.7,Electric,Automatic,Third,133262,5663.47
Audi,A3,2021,2300,117.8,Diesel,Automatic,Second,33446,46260.94
Kia,Soul,2020,1700,105.5,Diesel,Manual,First,46648,10856.78
Toyota,Highlander,2009,1500,80.6,Petrol,Manual,Second,133181,3371.3
Toyota,Camry,2021,1300,72.2,Hybrid,Manual,Second,19472,15282.31
BMW,3 Series,2011,2000,123.3,Diesel,Manual,First,170822,14022.64
Chevrolet,Malibu,2019,1500,90.1,Petrol,Manual,First,86838,12596.98
Audi,A4,2011,2100,125.5,Petrol,Automatic,First,204395,11285.01
Nissan,Murano,2017,1500,71.6,Petrol,Manual,First,83624,8192.15
Honda,Accord,2015,1200,70.8,Petrol,Automatic,Second,67390,7060.65
BMW,3 Series,2014,2100,110.4,Diesel,Automatic,Third,65424,20130.4
BMW,X5,2013,2000,127.6,Petrol,Manual,Second,119023,15929.38
BMW,3 Series,2005,2200,114.7,Petrol,Automatic,Third,180626,8715.0
Honda,CR-V,2009,1300,81.6,Diesel,Automatic,Second,179866,3494.15
Honda,CR-V,2007,1300,61.3,Hybrid,Automatic,Third,165629,3004.52
Chevrolet,Silverado,2006,1100,60.0,Hybrid,Manual,First,162943,3997.06
Mercedes,A-Class,2021,2900,169.6,Petrol,Manual,First,36854,64069.93
BMW,X5,2008,2300,130.2,Petrol,Automatic,Third,152989,9967.32
Toyota,Corolla,2019,1000,64.9,Petrol,Manual,Second,39668,11733.8
Chevrolet,Camaro,2019,1200,75.3,Petrol,Automatic,First,59878,13878.98
Toyota,RAV4,2013,1100,62.8,Diesel,Automatic,First,198879,5527.75
Toyota,Camry,2012,1500,73.9,Petrol,Manual,First,148741,4936.77
Hyundai,Kona,2016,1100,73.7,Diesel,Automatic,First,110056,6901.17
Ford,Escape,2011,1500,76.9,Diesel,Manual,Second,130072,4864.31
Nissan,Altima,2014,1300,77.8,Petrol,Automatic,Second,102520,5400.74
Ford,F-150,2012,1400,80.8,Diesel,Manual,First,177154,5684.73
Hyundai,Tucson,2020,1200,79.5,Electric,Automatic,Second,50768,10877.82
Toyota,Corolla,2007,1800,105.8,Petrol,Automatic,First,247025,3050.89
Audi,A6,2011,2600,148.7,Petrol,Automatic,Third,140008,11139.22
Chevrolet,Traverse,2007,1700,62.7,Petrol,Automatic,First,221253,3672.24
Chevrolet,Silverado,2019,1000,60.0,Petrol,Manual,First,57768,13629.78
Mercedes,E-Class,2005,2300,137.0,Electric,Automatic,First,267335,15333.95
Ford,F-150,2010,1300,60.0,Petrol,Manual,First,142813,4529.39
BMW,5 Series,2020,2600,146.2,Petrol,Automatic,First,61883,50775.85
Ford,Explorer,2011,1100,60.0,Petrol,Automatic,Second,102141,5411.29
Honda,Pilot,2016,1500,96.2,Diesel,Automatic,Second,86640,7990.82
Audi,A6,2015,2200,138.0,Diesel,Manual,First,63966,23026.57
Ford,Explorer,2006,1300,68.6,Petrol,Automatic,First,233961,3792.32
Ford,F-150,2015,1300,60.0,Petrol,Manual,Second,101259,8214.14
Chevrolet,Traverse,2011,1700,97.2,Petrol,Manual,Third,80290,4280.15
Ford,Explorer,2019,1100,60.0,Electric,Automatic,Second,36399,14637.76
BMW,5 Series,2018,1900,125.0,Hybrid,Manual,Second,82408,33385.26
Audi,A6,2021,2300,110.2,Petrol,Automatic,First,50816,53557.08
Hyundai,Elantra,2022,1600,84.5,Diesel,Automatic,First,31559,14693.3
Mercedes,C-Class,2012,2900,150.4,Petrol,Automatic,First,114217,21326.56
Honda,Civic,2018,1300,67.8,Diesel,Automatic,Second,33942,11731.77
Hyundai,Elantra,2019,800,60.0,Diesel,Manual,First,75048,9245.65
Hyundai,Kona,2010,1300,64.5,Diesel,Automatic,First,114096,3691.1
Ford,Focus,2022,1400,61.7,Petrol,Automatic,Second,24174,19665.28
